title1_zh,title2_zh,label
晚上这个时间别带宝宝出门！不是迷信而是影响发育,2018蚂蚁花呗立即套现方法教程详解 正规商家,unrelated
喝可乐等于慢性自杀？其实我们都被骗了！,听说可乐能杀精！这些谣言你信了多少年？,unrelated
橘子也分公母，学会这两招，让你挑的橘子又甜又可口，超实用,二战时期德国将领 人类将于2032年灭亡,unrelated
刘恺威真的出轨王鸥了吗？看他们十大离婚传闻离婚门咋愈演愈烈的,杨幂和刘恺威频频互动，发文直破离婚谣言,disagreed
为7000名拒绝过现代生活并且想留在海上的“海洋吉普赛人”,存在海洋吉普赛人,unrelated
百年老字号白云山，再拉大阳创新高！ST股23个跌停，碾压保千里？,李嘉诚辙资汕大谣言背后带来啥启示？,unrelated
刘明炜高考准考证丢失,注意！“准考证丢失”谣言又来了，警方提醒：别拨电话！,disagreed
不染发，不伤发，教你一招，头发轻松变黑，再也不要染！,朱之文退出娱乐圈和二哥一起在工地首度曝光，哥俩长得还真像！1,unrelated
微信打开这个地方，不用流量就能上网，再也不怕流量不够用了,上网不花钱，随身wifi大家都在用，再也不用担心手机没流量了，走到哪里都能上网，网速还超快呢,unrelated
张卫健吸毒被带走,张卫健发文：否认吸毒被带走，谣言止于智者,disagreed
王宝强离婚案、马蓉名誉权案一审宣判，财产分割仍需进一步处理,谢贤用遗产弥补儿子对张柏芝的亏欠，谢霆锋黑脸回应：不同意！,unrelated
新娘要8800的下车钱 新郎发火当场给新娘一个嘴巴子,新郎怒打要8800下车钱的新娘，你怎么看？,agreed
世界上最长的火车，682节车厢近10万吨，从头到尾需要16分钟,世界上最长的火车，一眼望不到头，要数半天，这次不是中国造的！,agreed
朱之文于文华台上唱歌，又搂又抱可气的台下他老婆翻脸，痛哭流泪,朱之文登台亲吻于文华，朱之文老婆当场翻脸，转身后痛哭流涕！,agreed
注意！洋蔥千萬不能和「它」一起吃！嚴重的竟然會導致眼睛失明,李易峰爆出新恋情？女主人不是赵丽颖，也不是李多海，而是她！,unrelated
星巴克致癌？快给我来杯咖啡压压惊！,一日谈：“咖啡致癌”谣言：把焦虑换流量的肮脏生意,disagreed
手机APP可“直连央行征信系统”？,手机APP可查征信还对接权威机构？央行辟谣：从未授权任何软件,disagreed
洗手液会致癌吗？,可乐、豆浆、牙膏、洗手液都致癌？盘点10大称霸朋友圈的致癌谣言,disagreed
大多数人不知道，夏天不能放进冰箱里的3种食物，宁可扔掉,这4种食物不能放进冰箱！非但不保鲜，还很容易变质！,agreed
河南夏邑砀山8已有13167人吃了西瓜感染H7N9,夏邑男子散布吃西瓜感染H7N9谣言被拘10日,disagreed
花果园一家四口被杀,贵阳花果园一家四口灭门案系谣言 造谣者将被刑事拘留,disagreed
欧盟隐私保护新规实施在即，QQ国际版将停止欧洲服务,紧急辟谣：QQ国际版不会在欧盟地区下线,disagreed
别看它不起眼，却是高血压特怕的食物，每天吃点，轻松降压稳压,十天卖出25000辆，号称国产X6！油耗才5毛，不到11万还买啥H6,unrelated
景甜怀孕了？张继科速度也太快了吧！孕期公布恋情？要结婚了？,景甜张继科领证将完婚？女方辟谣都是假的，网友却认定又是新套路,disagreed
清远大学城女生被强行掳走上车,网警辟谣：“军装照”h5软件，不是钓鱼网站！请放心使用,unrelated
感染sk5病毒死亡来袭，云南省红河州第一医院躺枪,紧急辟谣｜提醒威远市民别信别担心！这个谣言又来了：网传自贡上千人感染sk5病毒13人死亡……,unrelated
皮皮虾“注胶”只是虾黄虾膏 吃货们不要担心,网传皮皮虾被人为注胶增重 专家辟谣：那是虾黄虾膏,unrelated
石家庄7月1日限行,石家庄明天限行？交警火速来辟谣！,unrelated
艾叶加白酒，腰腿疼痛走光光，夏天效果好15倍，千万别错过,头晕手麻，腰腿疼痛，艾叶配白酒秘制用法，颈椎病腰椎病也管用,agreed
不想接听别人电话，只需按下两个键，手机立马变空号,手机总是提醒内存不足？只需按这2个按键，手机立马变流畅,unrelated
济南警方依法行政拘留一名散布谣言的网民,挂靠摩企违法？假的！假的！某媒体编造谣言引恐慌，请工厂和经销商放心干！,unrelated
星巴克致癌风波被全球媒体刷屏，喝咖啡真的致癌吗？,喝咖啡真的会致癌吗？这个消息刷屏朋友圈，竟然是谣言！,disagreed
恶心死我了，居然让孩子吃活蝌蚪！,辟谣 | 活吃蝌蚪治病视频热传 医生：不能吃！蝌蚪入药为外用,disagreed
UFO独家解密：俄罗斯发现的不明飞行物，飞碟坠毁老镜头资料,俄罗斯发现多个UFO飞碟，疑为百万年前坠毁的外星无人机！,agreed
健胃消食片当零食 女孩吃出胃溃疡,长期吃健胃消食片会患上胃溃疡和胃结石？专家澄清真相！,disagreed
宜春15-25号不要晒被子？飞机撒药治白蛾？,开飞机撒药治白蛾？看清楚这些一年一见的谣言！,disagreed
腾讯QQ显示异常，将因违法被关闭,承载网民青春的QQ要关闭？腾讯回应：纯属谣言,disagreed
支付宝关闭刷银行卡功能,董明珠谈网红董小姐， 支付宝辟谣：不关闭刷银行卡功能,disagreed
最新消息！上海将在4月份涨养老金！,2017养老金上调最新消息：乌鲁木齐市已于7月30日顺利完成养老金待遇调整工作,unrelated
刘德华将退出娱乐圈 原因太心酸 网友纷纷不舍,刘德华将要退出娱乐圈？都是谣言,disagreed
来了电话不想接？教你拨号界面输入几个数字，让手机立刻变空号！,手机是否是山寨机，只需在拨号界面输入几个数字，一秒就知道真假,unrelated
苹果三星价格将崩盘，这几部手机值得入手,华为采购三星AMOLED屏辟谣，原来是荣耀超旗舰！,unrelated
不作会死 印度恒河监视器拍到有鬼影助跑后跳水,印度怪事多，监视器竟然拍到有鬼影助跑跳水,agreed
战斗机飞行员一年有多少酬薪？除了基本工资，加一起你可能不相信,知道我国战斗机飞行员一年的工资有多少吗？看完是不是蠢蠢欲动……,agreed
小龙虾是用来处理尸体的,小龙虾是用来处理尸体的？安徽食药监辟谣六大谣言,disagreed
海南航空：网传“飞行部关于对董越同志的通报批评”纯属造谣,网传海南供销社下属企业卖假大米 企业回应系谣传,unrelated
孩子抢玩具家长互殴致一方成植物人,网传银泰家长互殴致一方成植物人？警方辟谣,disagreed
再也不用花钱买胶水了，自己在家做胶水,胶水根本不用花钱买，洗洁精加它自制胶水，效果比502还好！,unrelated
简单说说我怀男宝的孕期症状，有接必中噢,给你们分享下怀男宝的症状,agreed
支付宝关闭刷银行卡功能,支付宝要关闭刷银行卡的功能？从来没有的事！谣言啊,disagreed
腰腿疼痛，行走困难，艾草巧妙用法，多年坐骨神经疼痛也管用,腰腿疼痛这次碰到对手了，艾草的巧妙用法，对付腰腿痛有妙招,agreed
任志强说2018年楼市必定暴涨？潘石屹：瞎编的 任总这门大炮哑了,任大炮：从未说过2018楼市会暴涨 潘石屹帮忙辟谣,disagreed
家政阿姨教我清洗油烟机，再久再脏的的油烟机，5分钟轻松搞定,清洗油烟机不用拆，生活小妙招，轻松去除油垢油渍,agreed
“天宫一号”失控撞地球,天宫一号将撞地球？腊八蒜有“奇效”？这些消息都是谣言！,disagreed
「热点」包头人注意了！物业欠你的这笔钱！政府要帮你要了！这8种情形可拒缴物业费,"""8种情形业主可拒缴物业费""系谣传！河南省住建厅出面辟谣",disagreed
如何评价刘嘉玲与梁朝伟形婚七年?,刘嘉玲被曝出柜 梁朝伟传同性恋,unrelated
明年起每车都得配备反光背心，“偷”换车标的小心点！,辟谣！拖挂房车购置税减半？注意区分挂车与旅居挂车本质上的区别,unrelated
物业管理条例新规以下8种情况可以拒缴物业费，收益归业主所有,辟谣！8种情形不用交物业费？这个新闻是假的！,disagreed
网传“4月1日驾考将有重大变化”！真的吗？官方刚刚紧急回应,网传4月1日驾考将有重大变化？交通运输部辟谣：不实！,disagreed
加油时频繁跳枪是加油站多赚钱的“损招”,加油站牟取暴利方法大揭秘 跳枪一定要注意,agreed
浓茶咖啡——导致骨质疏松的一大元凶,辟谣｜喝咖啡会引起骨质疏松，甚至导致骨折？,disagreed
刀郎昨晚复出，深情再唱这首经典被央视看中，邀请他参加2018春晚,央视邀请刀郎参加2018年春晚指定唱这首歌，云朵哭了，那英哭了！,agreed
"【《巴清传》难播出，高云翔或需退全部片酬并赔偿】高云翔性侵事件爆出后，其与范冰冰合作主演的《巴清传》（前名：赢天下）就命运多舛。之前有报道指唐德欲换人重拍，但后来唐德方面否认取消高云翔相关戏份，“李晨补拍”也只是技术测试。
有消息称高云翔此前曾与《巴清传》签署了道德约束条款，就此次事件的影响，高云翔",高云翔1465万人民币保释成功 后面还有一笔上亿的赔偿等着他,unrelated
A股连续两日暴跌，小“牛市”就要夭折了吗？,中国股市暴跌的背后原因大揭秘！2018牛市彻底跟A股说再见了！,agreed
2018年农村60岁以上老人的养老金还会涨吗？,谣言｜养老保险缴了15年就不用再缴？医保中断三个月会清零？,unrelated
TVB视帝王浩信绯闻不断 曝妻子陈自瑶提离婚“去意已决”,TVB视帝老被传和老婆离婚 这次一家三口齐出动力破谣言,disagreed
农村这3类人该睡不着觉了，国家一旦出手严查，他们必将受到严惩,林更新算什么？王丽坤和于和伟、乔振宇、吴亦凡都有过去？,unrelated
女朋友聊天记录删除了？想知道她跟谁聊天聊得火热吗？一键查询,点击微信这里，一键查询你老公跟谁聊天儿火热，赶快试试吧,unrelated
家里的胶水不用花钱买了，美女教你一招，比买的502都好用,皮鞋开胶不用买胶水！用这两样东西自制胶水，鞋子穿烂也不开胶,agreed
没考到驾驶证的人有福啦！下月实行这个政策让老司机们都炸开锅了,山楂加它一起吃，一辈子血管干干净净，高血压见你就跑,unrelated
李双江梦鸽之子李天一提前6年出狱？,网上谣传李天一已出狱，北京监狱官微发文辟谣！,disagreed
牛奶酸奶喝多致癌？是真是假？,真假？这样加热牛奶可能会致癌！,unrelated
宝宝做雾化比输液危害大？到底能不能做？,“雾化比输液更有害”系谣言,disagreed
李连杰病情加重，每天靠中药和打坐治疗防瘫痪,被指健康恶化 老态龙钟 李连杰经纪人辟谣：他一切都好,disagreed
华为手机的这个手势功能，打开后手机好用20倍，快试试吧,辟谣：柚子皮不能除甲醛！快试试这几种科学方法，好用上千倍！,unrelated
用荷叶山楂自制快速有效的不伤身减肥茶,10克山楂，10克荷叶，做出美味消脂茶，减肥超级赞,agreed
李天一获超快减刑提前6年出狱，梦鸽满面春光,“李天一提前6年出狱”的谣言何以能传播？,disagreed
南宁荣和山水绿城发生砍人事件？实为抓贼现场而非砍人！,谣言！景区骆驼被砍腿乞讨，你信吗？,unrelated
李天一竟提前六年出狱？网友调侃：李双江夫妇人脉关系很强大！,李天一提前6年出狱是真的吗？北京监狱管理局辟谣：并未减刑或假释,disagreed
王思聪放弃网红猛追马化腾女儿，两人机场牵手，果然商业联姻！,马化腾火速辟谣王思聪追求其女儿，网友调侃：这是瞧不上国民老公,disagreed
"房价还能再涨十年? 若崩盘了, 房子仅钢筋混凝土分文不值?",如果多数人三年不买房子，房地产会崩盘吗？,unrelated
60天狂甩45斤！没吃又懒又馋的我也能瘦️想瘦的你路过留下你的评论要瘦多少斤分享懒人暴瘦方法,香蕉用它浸泡后，每天吃3次，一个月瘦9斤,unrelated
原来我们被骗了这么多年！剩饭，剩菜含亚硝酸盐会严重致癌？,剩饭，剩菜含亚硝酸盐会致癌？原来我们被骗了这么久,agreed
王大陆亲密搂女助理超暧昧 深夜家中密会6小时,王大陆密会女助理，在家待六个小时？工作室赶紧辟谣：子虚乌有,disagreed
独家｜小米以630-680亿美元估值招股询价，已敲定基石投资者,小米最高估值680亿美元？两周内路演？雷军回应：谣言,disagreed
男人这样吃鸡蛋，金枪不倒半小时，吃三天就见效！,鸡蛋这样吃，连用三天男人金枪不倒！收藏！,agreed
月亮背后隐藏着什么秘密？霍金还发警告不要登月！,霍金警告人类不要尝试登月 是因为非常担心人类的安危,agreed
梧州校门口有司机以百元问路感谢费诱拐小学生,“学校门口司机百元问路感谢费骗走学生”是谣言！,disagreed
中医推荐燃脂减肥法，几片生姜这样做，阿姨用它十天瘦8斤,山楂加它煮着吃可以减肥，7天瘦8斤，祛湿通便，月瘦32斤,unrelated
江苏全面暂停除民生环境保护基础设施的项目的环评,环评资质又被取消？细数这些年关于环评的谣言！,disagreed
定了！今年上秋玉米“易涨难跌”！,玉米涨价？不要再欺骗农民了！揭秘玉米价格涨跌真相！,unrelated
“女戏霸事件”阚清子与baby达成和解，网友们却实在看不下去了！,阚清子自曝曾在片场遭遇戏霸，刘涛惊到不接话！杨颖李易峰躺枪,unrelated
擦玻璃的新方法，半年不沾灰尘，闪闪发亮,玻璃脏了这样擦，半年不沾灰尘，闪亮亮的,agreed
网传西安鱼化寨斗殴致多人死伤 西安网警辟谣,鹿寨公交出事，8死19伤？谣言！柳州网警告诉你事件真相,unrelated
哈士奇为报恩女主，竟把男主的私房钱全找出！哈士奇： ​​​​不用谢我,小哈士奇为了报答女主人，竟然！！！把男主所有私房钱找出上交,agreed
注意！孕妇不能吃的10种水果，小心害到胎宝宝！,孕妇不能吃芒果？关于芒果的谣言，你该知道些,unrelated
平安守护丨紧急通知！一张微信截图，足够把你的银行卡刷光！马上告诉家里人,一张微信付款码截图就能把银行卡刷光？微信团队辟谣！,disagreed
实录：UFO最真实视频大集合 -国语流畅，外星人真的存在,生活小知识：如何健康又快速的减肥,unrelated
十几亿的半程三维倒闭了，放贷的临商银行也一起完了,怎样分辨地沟油,unrelated
八月起，拉萨驾照考试将发生大变化！,东莞交警辟谣：“科目三升级”不实,unrelated
好消息：2017年10月后农民进城摆摊合法化，可以放心经营了,莱芜人速看！10月1日起街边摆摊将合法化！,agreed
关注失联的孩子五一全国公交做了决定,“5月1日起公交车成为失联儿童守护点”系谣言,disagreed
宜春15-25号不要晒被子？飞机撒药治白蛾？,「辟谣」飞机撒药治白蛾？官方辟谣：假消息！,unrelated
星巴克这下完了餐饮巨头的咖啡竟然致癌隐藏8年的秘密藏不住了！,“咖啡致癌谣言”让诗人群里一晚上没消停,disagreed
三天瘦肚子 七天瘦十斤 每天饭前喝 三天就会见效,三天瘦肚子七天瘦十斤的小妙招,agreed
四川：“警察”带斧头执勤？,“警察”为啥背斧头执勤？朋友圈刷屏，竟是因为……,agreed
红枣+姜+红糖+枸杞 七天带你告别黄脸婆,七天让你告别黄脸婆！人见人爱,unrelated
姚笛爆出隐情：他说与马伊琍当时已离婚！文章含泪道歉被称炒作,知情人再爆:马伊琍文章已低调离婚!这一天终于来了,unrelated
双旗币最新价格多少，哪个市场出手快！,什么因素影响艺术品的价值？双旗币真实价值多少？,unrelated
荷叶减肥新吃法，睡前喝一碗，刮油燃脂，体重唰唰往下掉,荷叶这样用，饭后喝一杯，刮油排毒，减肥效果翻倍,agreed
成龙私生女正面近照曝光，网友：开始有女人味了！,成龙17年来隐藏的私生女近照曝光，长成这模样，难怪只疼范冰冰,agreed
奇闻：男的在游泳池撸管致10名姑娘怀孕,国外女子游泳后意外怀孕，至今不知孩子他爹是谁！,unrelated
张翰和张钧甯确认恋情假戏真做？手上写字表露心意,张翰单身绝对不会超过半年，郑爽神预言说中，张翰宣布恋情,unrelated
世界杯期间成都男子赌球跳楼,网传“成都男子赌球跳楼”，网警发出辟谣通报,disagreed
股票一旦遇见“底量超顶量”洗盘，打死都不要卖，捂紧躺着等涨停！,美元大涨冲击新兴市场经济体 多国股票债券大跌,unrelated
刚刚澳洲宣布：马航MH370已找到！失联前遭枪击，残骸布满弹孔！,重启马航MH370搜寻，154名国人能否被找到？这家美国公司打了保票,unrelated
平山南甸庙会上儿童游乐受伤,「网警辟谣」网传视频儿童游乐受伤，平山南甸庙会无辜躺枪！,disagreed
榆林河因退婚男方杀女方全家七口人,男方因彩礼杀害女方一家7口？谣言让爱情说散就散,disagreed
景甜认爱40天“凸肚”曝光！张继科松口承认，婚期看来不远了！,网曝景甜张继科已登记结婚 景甜方辟谣：假消息,disagreed
王大陆与女助理玩暧昧，解密神秘独处的六小时,王大陆工作室声明辟谣密会女助理传闻：并无暧昧,disagreed
一次冒出五架！普京悔不当初，俄罗斯：后悔出口苏35到中国！,"大批量引进俄罗斯苏35战机, 各国表示不解, 但中国早有计划",unrelated
张靓颖母亲公开信曝冯轲伪造离婚书 疑私刻律师公章,斐讯：有人伪造公章捏造谣言 将会报案维权！,disagreed
昨晚99岁老影后去世！葬礼上一首歌，倪萍，斯琴高娃众星失态痛哭,世界上最老“影后”昨晚去世，此歌一响，董卿哭了！倪萍哭断肠！,agreed
六龄童去世六小龄童在追悼会现场长跪 泣不成声，永远的猴王啊！,一代猴王六龄童去世六小龄童追悼会泪别老父亲,agreed
平时买的肉松面包，大部分都是棉花做的,【肉松竟然是棉花做的？造谣！已拘留】（我,disagreed
古墓中有一种灯千年不灭，千年未解之谜今日揭开,古墓里的灯为什么千年不灭？专家给出一个想法，解决了这个问题,agreed
只需要一个鸡蛋即可，就可排毒，养颜，护肤,一块钱的鸡蛋就能祛湿，排毒，快来学一下吧！转发了,agreed
网络暴力多可怕？吴亦凡摇头哼歌被说吸毒,张卫健被造谣吸毒，吴亦凡比他还冤，还有人年年辟谣死讯,disagreed
刚刚马云终于出手了！房价要跌，扬言房地产中介都要失业了,刚刚马云终于出手了！房价要跌，扬言房地产中介都要失业 (7),agreed
花呗套现 花呗套现方法 花呗套现pk京东白条套现孰优孰劣！,天猫超市将解体？天猫回应系谣言,unrelated
第六套人民币亮相了,「辟谣」第六套新版人民币亮相了？别再被假象蒙蔽！,disagreed
疑似黄晓明家暴照片流出，破口大骂baby，好男人人设要崩塌了吗,黄晓明baby婚变？疑似家暴，赶紧围观,agreed
江铠同插足陈翔毛晓彤恋情！昔日情史亮点多，网友：原来是贯三！,江铠同否认插足陈翔毛晓彤恋情，称都是曲解和谣言,disagreed
大佬豪宅曝光，李彦宏、马化腾奢华，马云有钱就是任性！,马云回应豪宅谣言 其实大佬的生活比你们想象的还要简朴！,unrelated
《向往的生活》穿帮 何炅插秧 却换2次衣服 哪有坚持不休？,何炅穿着千元衬衫插秧，黄圣依穿名牌干活，真人秀是用来炫富的吗,unrelated
中医：农村这一蔬菜，治疗痛风关节炎有奇效，很多人常吃却不知道,速转！吃青木瓜可以降低尿酸治疗痛风？切勿轻信！,unrelated
女子要跳楼，看热闹的却失足坠楼身亡？然后轻生女放弃跳楼？警方回应！,成都一女子跳楼未遂 对面看热闹的小伙反倒失足坠楼摔死了！,agreed
周立波41年监禁在劫难逃，前妻一句话回应令人心寒，网友：活该！,周立波连发3条声明，回应41年监禁谣言,disagreed
芯片公司2000万净利润就可以快速上市了,证监会：芯片公司2000万净利润就可以快速上市是谣言,disagreed
三明一楼房倒塌现场辗压死了好几个人,用啤酒加它这么洗头，不管多严重的白发，7分钟白发黑如墨！收藏,unrelated
专家分享一种小妙招，方便有效，轻松瘦掉大肚腩,夏天神奇的减脂瘦身法，每天坚持这几个洞五分钟，两周告别小肚腩,unrelated
空心西红柿是打了激素,「辟谣」空心西红柿是打了激素？还敢不敢吃……,disagreed
圆通快递要倒闭了？顺丰快递要上市了？,圆通快递回应倒闭说:造谣一张嘴 辟谣跑断腿,unrelated
社保新消息！这部分人医保个人账户又涨钱了！真实惠！,医保费能取出来？快看看如何从社保卡里取出钱来！,unrelated
张一山“抑郁症、将退出娱乐圈”？首次回应，暂时死不了！,张一山抑郁症、退出娱乐圈再上热搜，本人首次回应：暂时死不了！,agreed
勒索病毒攻入智能手机？真没节操！,勒索病毒来了！你的手机也会被绑架吗？,agreed
太神奇了，土豆就能给手机充电，以后出门带个土豆就行了,土豆做出来的打火机，还可以给手机充电！,agreed
据说左手食指上有疤的人，都是上辈子最爱你的人留下的印记，因为这辈子他想找到你，如果你的左手食指上也有疤请点️,据说左手食指有伤疤的人，那是上辈子最爱你的人留下的印记因为ta想找到你，所以我的这辈子已经找到祝愿大家都能找到,agreed
女演员任娇被曝跳楼自杀 这事还和一位杨旭文有关？,任娇之死与杨旭文 任娇裸体坠楼背后不为人知的秘密,unrelated
「解答」味精对身体有害，甚至会致癌？,到现在还有关于味精致癌的谣言，该学习下啦,disagreed
中考即将取消！九年制义务教育升级为十二年制,教育部紧急辟谣：取消中考不属实！,disagreed
2018考研数学扎了百万学子的心，神押题or泄题？！,2018考研数学疑泄题，考试中心正在核实,agreed
无籽葡萄是用避孕药培育的？要不是我学过生物，差点就信了！,「辟谣」无籽葡萄用避孕药培育？这些关于水果的谣言千万别信！,disagreed
科技如此发达的今天，每年20万失踪儿童找回率却仅有0.1%！,中国每年失踪儿童20万，找回率只有1%的老谣言 被真实数据打脸,disagreed
必看｜楼市限购再升级！上海、天津传来大消息,辟谣！网传“四大行”4月1日起长春首套房首付款提升10%？不实！,unrelated
李小璐与贾乃亮17年10月已协议离婚，网友：学白百何吗？,网爆李小璐去年10月就已离婚？网友：原来她和白百何一样！,agreed
女子跳楼未遂，结果看热闹的男子不慎失足坠楼身亡,通州坠楼男子被“挑脚筋”？今天造谣男子被处罚！,unrelated
中国申办2030世界杯？足协回应,中国申办2034年足球世界杯？足协辟谣：假的！,disagreed
橘子皮竟然能通过指纹识别解锁手机,一块橘子皮可以解锁指纹手机，你信不信反正我信了,agreed
汪峰前妻葛荟婕深夜发文：我太想你了！章子怡用一张照片回怼,葛荟婕深夜发文“撩”汪峰，章子怡晒图回怼获网友点赞！,agreed
什么！星巴克最大丑闻曝光，他家咖啡竟然致癌？！,喝咖啡会致癌？为了骗流量编造的谣言！,disagreed
第四套人民币目前的市场价值有多高，未来升值空间还有多大？,辟谣！第六套新版人民币问世？,unrelated
范冰冰李晨恋爱也多年了，为何迟迟不结婚？范妈妈一语道出真相！,范冰冰为什么至今仍没有嫁给李晨？范冰冰的妈妈终于给出了答案,agreed
章子怡新片扑街？刘晓庆吐槽：章子怡这样演技的女明星一抓一大把,对于杨颖的演技，章子怡的评价又是一针见血！,unrelated
千万不要等到口渴时才喝水,渴是极度缺水的标志，不渴也应该喝水,agreed
没有想到周润发跟赵雅芝有个女儿,赵雅芝与周润发是什么关系？私生女儿真的存在吗,agreed
咸阳市永寿县有人因吃大盘鸡感染H7N9死亡,吃大盘鸡感染H7N9？谣言！,disagreed
李小璐最新消息！贾乃亮承受不住崩溃大哭，甜馨锁家中惊慌失措！,贾乃亮伤心大哭，李小璐，我不想让他承担别人犯的错,unrelated
李天一提前6年出狱？时隔5年，当年的女受害者，如今却活成这样,李天一出狱谣言被破，这两件事证明他绝不可能被提前释放！,disagreed
喝酒没开车也算酒驾？！新规出台，再不看就晚了！,酒后躺车内休息也算酒驾？朋友圈疯传的新交规，真相是这样的！,disagreed
喝咖啡会致癌？美国人将星巴克告上法庭，你还敢喝吗？,星巴克“致癌”并非关键，关键是这个造谣的公号为啥活了这么久？,disagreed
瘦肚子有妙招，苹果“煮”着吃，甩掉全身肥肉，杜绝大肚腩,苹果“煮”着吃，甩掉全身肥肉，5天瘦8斤，成本只要几块钱,agreed
开车忘带驾驶证别害怕，这三种情况下不算无证驾驶！,开车忘带驾驶证属于无证驾驶，这些谣言一直在误导你！,disagreed
独生子女的你，房产继承为何一波三折？,涨见识了！独生子女在父母去世没立遗嘱的情况下竟不能继承遗产？,unrelated
半年内使用两次借呗就没法申请房贷？,辟谣：半年内网贷2次会被银行拒贷？,disagreed
乐视做错了什么，为什么人们都希望他倒闭？,乐视被催债，软银却注资200亿？朋友圈这个段子疯传！谁信谁傻！,unrelated
“中国橙王”被传去世？ 褚时健亲自对着镜头说,褚时健现身辟谣：我精神比往年还好,disagreed
农村小伙自制老鼠药，安全环保，只对老鼠起作用，1天全部死光光,自制老鼠药 来一只 死一窝,agreed
"18年春晚有机会同台合唱, 鹿晗与关晓彤年底再虐狗",鹿晗关晓彤李易峰获央视春晚邀约，陈伟霆王嘉也将同台献唱？,unrelated
喝酒后几个小时内不能碰车？这样几种情况，你没开车也算酒驾！,2018新交规：喝酒没开车也算酒驾，同样扣分罚款,unrelated
王思聪和马化腾女儿正式交往？网友：这次是真的？,马化腾辟谣！否认网上传言“王思聪表白马化腾女儿”,disagreed
揭秘京东白条套现灰色行业商家的聊天记录,2018京东白条套现最新方法和搭建智慧物流的三大层面缺一不可,unrelated
人设崩塌？倪妮被曝虐猫,飞行员暖文有续集？海航回应：“纯属造谣”！,unrelated
夏天蚊子多，把它放家里，蚊子来一只灭一只，家里再也看不见蚊子,家里蚊子太多？水里丢点它，蚊子再也看不见，比杀虫剂更安全！,agreed
打卓伟旗号传吴奇隆刘诗诗被曝离婚？,听说，他们离婚了 刘诗诗和吴奇隆,agreed
权威辟谣！疯传的“太原限购”是假的！请勿传谣！,「辟谣」传言“社保卡代发养老金必须取，积累多了不取会降工资”为假消息！请勿传播！,unrelated
娜扎公布新恋情？这是命运最好的安排，张翰送祝福！,娜扎回应与窦骁恋情：你是上天给我最大的幸运，张翰怎么看？,unrelated
江疏影带张嘉译参加同学聚会，炫富模式开启，简直太会装了！,江疏影带张嘉译参加同学聚会，同学之间互相炫富,agreed
美人私房菜即将播出 马天宇 郑爽 恋爱进行时,马天宇郑爽有无恋爱不知道，但他俩的小挂饰是同款的,unrelated
低钠盐就是高钾盐，吃多了会送命,朋友圈谣传“吃了低钠盐会 致命” 医生怎么说？,disagreed
芯片第一龙头沉睡4年，中报净利飙增千倍，5月或赶超科大讯飞,芯片第一龙头沉睡7年，中报净利飙增千倍，4月或赶超科大讯飞,agreed
怀孕了？网友地铁偶遇景甜，挺着肚子像个大孕妇，丝毫不遮掩？,科甜领证？景甜方辟谣：假的，拍戏都没时间 网友：另有隐情？,disagreed
江干业主注意！这8种情况可暂时拒缴物业费！小区还得“倒找钱”！,辟谣：8种情形不用交物业费？这个催生多条10万+的新闻是假的！,disagreed
网传鹿晗女粉丝受不了恋情后割腕跳楼自杀，网友：害人不浅！,莆田：套用并转发“二中跳楼学生”谣言视频 俩人被拘,unrelated
李天一已经被保释出狱，当年那个受害的女孩如今怎么样了呢？,李天一被判十年减刑六年是谣言？梦鸽挂断电话，网友：我相信谣言,disagreed
房间放洋葱可以防流感,连续吃大白菜排毒？房间放洋葱防流感？2月份健康谣言大盘点！,disagreed
白醋配上它洗发，几十年的白发，五天变黑发，这辈子不用花钱染发,白醋加它洗头，15年的白发3天就变黑了，才花了2块钱,agreed
巧用牛奶健康祛痘，三天淡斑美白，一周恢复白皙肌肤,梅花5角硬币，原来是这个年份的最值钱,unrelated
李湘暗指某明星耍大牌，赵丽颖无辜躺枪，章子怡竟主动承认？,3.15娱乐圈打假扒一扒这些谣言 李湘曾爆料章子怡耍大牌？,disagreed
多喝酸奶补充肠道益生菌？专家：补菌一定有作用是误区,用酸奶补充益生菌不靠谱,agreed
喝白酒能抗癌？看看酒业是如何扭曲营养科学的！,将辟谣进行到底：白酒能抗癌？所以你能开心的喝二两了？,disagreed
味精致癌？事实没那么可怕！不看不知道！,到现在还有关于味精致癌的谣言，该学习下啦,disagreed
OMG！星巴克等咖啡“可能致癌”，神马情况？,"""咖啡致癌风波""是这样形成的 星巴克:已做辟谣处理",disagreed
iPhone不仅有电关机，信号差也“关机”，不如选华为小米！,手机信号差怎么办？华为手机学会这招，手机信号问题全都能解决！,unrelated
耶鲁大学：不招收中国学生！原因令你震惊,耶鲁大学不愿招收中国学生，其中原因令人震惊！,agreed
精美钥匙扣里有追踪器?,骗子街头派发钥匙扣，内有追踪器？这条谣言的成本也太高了！,disagreed
内地人员往来港澳不再用通行证,内地人员往来港澳不再需要通行证？官方辟谣来了,disagreed
一个小菜根泡水，为何竟是痛风和高尿酸的“克星”？,一个小菜根泡水，竟是痛风和高尿酸患者的“克星”？,agreed
中国最有大哥气质的城市，人称三省省会，最有资格当第五大直辖市,我国第五直辖市呼声最高的城市，不是广州也不是苏州，你猜是谁？,agreed
王者荣耀：距离“凉凉”还有多远？天美请停止你的负优化！,《王者荣耀》负优化？官方发布辟谣声明,disagreed
